"","chain_number","subj_id","participant_number","mwj","conscPos","conscNeg","dimension","numNeg","description"
"1",2,"5ccdd1c2c6b4e3000168bd47",107,"neg",50,49,"blood",11,"Different coloured blood"
"2",2,"5ccdd1c2c6b4e3000168bd47",107,"neg",73,74,"deception",11,"Huls hide"
"3",2,"5ccdd1c2c6b4e3000168bd47",107,"neg",50,49,"limbs",11,"More limbs (Dobs)"
"4",2,"5ccdd1c2c6b4e3000168bd47",107,"neg",53,52,"DNA",11,"Different DNA"
"5",2,"5ccdd1c2c6b4e3000168bd47",107,"neg",61,54,"trace",11,"Memory length"
"6",2,"5ccdd1c2c6b4e3000168bd47",107,"neg",56,56,"mirror",13,"Reflection awareness"
"7",2,"5ccdd1c2c6b4e3000168bd47",107,"neg",51,51,"eyes",11,"Orientation of eyes"
"8",2,"5ccdd1c2c6b4e3000168bd47",107,"neg",56,55,"discrimination",15,"Level of perception"
"9",2,"5c577dcdd05b820001395ce9",106,"neg",84,83,"mirror",13,"Toffs clean themselves"
"10",2,"5c577dcdd05b820001395ce9",106,"neg",81,82,"eyes",11,"their eyes"
"11",2,"5c577dcdd05b820001395ce9",106,"neg",43,44,"blood",11,"Blood colour"
"12",2,"5c577dcdd05b820001395ce9",106,"neg",50,52,"limbs",11,"number of arms"
"13",2,"5c577dcdd05b820001395ce9",106,"neg",91,94,"discrimination",15,"mental capacity"
"14",2,"5c577dcdd05b820001395ce9",106,"neg",92,93,"deception",11,"guilt"
"15",2,"5c577dcdd05b820001395ce9",106,"neg",87,86,"trace",11,"mental capacity"
"16",2,"5c577dcdd05b820001395ce9",106,"neg",93,93,"DNA",11,"genetic makeup"
"17",2,"5c3476a2f5ebd50001841284",104,"pos",100,80,"deception",10,"The difference is in whether they hide or not when stealing food from neighbours."
"18",2,"5c3476a2f5ebd50001841284",104,"pos",66,69,"limbs",10,"The number of limbs"
"19",2,"5c3476a2f5ebd50001841284",104,"pos",94,84,"trace",10,"The difference is in the short term memory"
"20",2,"5c3476a2f5ebd50001841284",104,"pos",71,72,"DNA",10,"The composition of their genetic code"
"21",2,"5c3476a2f5ebd50001841284",104,"pos",90,81,"mirror",12,"They differ in self hygiene"
"22",2,"5c3476a2f5ebd50001841284",104,"pos",50,51,"blood",10,"The colour of blood"
"23",2,"5c3476a2f5ebd50001841284",104,"pos",100,94,"discrimination",14,"They have different ways to perceive and elaborate similar objects."
"24",2,"5c3476a2f5ebd50001841284",104,"pos",51,50,"eyes",10,"The position of their eyes"
"25",2,"57160a57cd6ea20011dae249",104,"pos",76,50,"mirror",12,"Understanding their reflection"
"26",2,"57160a57cd6ea20011dae249",104,"pos",49,49,"DNA",10,"human DNA blocks"
"27",2,"57160a57cd6ea20011dae249",104,"pos",50,48,"blood",10,"Toffs red blooded"
"28",2,"57160a57cd6ea20011dae249",104,"pos",77,49,"trace",10,"higher cognitive reasoning"
"29",2,"57160a57cd6ea20011dae249",104,"neg",50,49,"limbs",10,"less arm-like limbs"
"30",2,"57160a57cd6ea20011dae249",104,"neg",56,50,"deception",10,"hiding when stealing"
"31",2,"57160a57cd6ea20011dae249",104,"pos",50,49,"eyes",10,"horizontal eye positioning"
"32",2,"57160a57cd6ea20011dae249",104,"pos",50,49,"discrimination",14,"greater visual differentiation"
"33",2,"5e863dd05ae5fb2749124adc",104,"pos",100,100,"trace",10,"Fiks can make the association between light and the treat even when there is a one second delay, but pods could only do this when the treat was given immediately."
"34",2,"5e863dd05ae5fb2749124adc",104,"pos",100,100,"discrimination",14,"Zags can distinguish similar object, unlike Rubs"
"35",2,"5e863dd05ae5fb2749124adc",104,"pos",100,100,"deception",10,"Xons hide when caught, Vems don't hide."
"36",2,"5e863dd05ae5fb2749124adc",104,"pos",100,100,"mirror",12,"Elms recognise their reflections, Yubs don't"
"37",2,"5e863dd05ae5fb2749124adc",104,"pos",100,100,"eyes",10,"Shuks have human like eyes, Geks don't."
"38",2,"5e863dd05ae5fb2749124adc",104,"pos",100,100,"blood",10,"Hul blood is red, Toff is yellow."
"39",2,"5e863dd05ae5fb2749124adc",104,"pos",100,100,"limbs",10,"Dobs have two arms Norps have five."
"40",2,"5e863dd05ae5fb2749124adc",104,"pos",100,100,"DNA",10,"Leems have the same building block DNA as humans, Chups don't"
"41",2,"57e8ccddb9fb6f0001ddb48a",104,"neg",14,81,"deception",10,"Devious cunning corrupt"
"42",2,"57e8ccddb9fb6f0001ddb48a",104,"pos",100,2,"mirror",12,"Fastidious ocd groomed"
"43",2,"57e8ccddb9fb6f0001ddb48a",104,"pos",100,97,"discrimination",14,"Intelligence observant teachable"
"44",2,"57e8ccddb9fb6f0001ddb48a",104,"neg",63,60,"trace",10,"Aware trained compliant"
"45",2,"57e8ccddb9fb6f0001ddb48a",104,"pos",89,94,"limbs",10,"Acceptable humanoid normality"
"46",2,"57e8ccddb9fb6f0001ddb48a",104,"pos",90,89,"DNA",10,"Different characteristics ancestor"
"47",2,"57e8ccddb9fb6f0001ddb48a",104,"pos",91,72,"blood",10,"Human familiarity unknown"
"48",2,"57e8ccddb9fb6f0001ddb48a",104,"pos",98,67,"eyes",10,"Normality familiar acceptable"
"49",2,"5d776e218a8d1d00166d36a6",103,"neg",100,100,"discrimination",15,"fiks can't tell the different between similar objects while shuks can"
"50",2,"5d776e218a8d1d00166d36a6",103,"pos",100,100,"eyes",9,"Different eye placement"
"51",2,"5d776e218a8d1d00166d36a6",103,"pos",100,100,"limbs",9,"leems have 3 more arms"
"52",2,"5d776e218a8d1d00166d36a6",103,"pos",100,100,"deception",9,"toffs don't hide away when caught"
"53",2,"5d776e218a8d1d00166d36a6",103,"neg",100,100,"mirror",13,"rubs like to clean themselves in a mirror while dobs ignore the mirror"
"54",2,"5d776e218a8d1d00166d36a6",103,"neg",100,100,"blood",11,"tubs have red blood and chups have yellow blood"
"55",2,"5d776e218a8d1d00166d36a6",103,"neg",100,100,"trace",11,"xons don't hold as much information as norps"
"56",2,"5d776e218a8d1d00166d36a6",103,"neg",100,100,"DNA",11,"geks have dna that resembles humans while elms don't"
"57",2,"5af4579eb625f70001e0cfad",102,"neg",93,83,"mirror",14,"Rags will try and remove a speck of dirt from their forehead if they are it in a mirror and zags just ignore the mirror"
"58",2,"5af4579eb625f70001e0cfad",102,"neg",90,87,"discrimination",16,"Toffs can tell the difference between very similar objects and fiks cannot"
"59",2,"5af4579eb625f70001e0cfad",102,"pos",100,100,"limbs",8,"Keems have 2 arms and dons have 5 arms"
"60",2,"5af4579eb625f70001e0cfad",102,"pos",100,100,"deception",8,"Pods and norms react differently when caught stealing"
"61",2,"5af4579eb625f70001e0cfad",102,"pos",79,79,"eyes",8,"Shuks have their eyes horizontal and elms eyes are vertically aligned"
"62",2,"5af4579eb625f70001e0cfad",102,"neg",83,85,"DNA",12,"Yubs DNA is chemically similar to ours and xons are chemically distinct"
"63",2,"5af4579eb625f70001e0cfad",102,"pos",92,85,"trace",10,"Hulse were able to associate cause and effect after time had passed and chips could only associate thing immediately"
"64",2,"5af4579eb625f70001e0cfad",102,"pos",91,93,"blood",10,"Gek blood is red and even blood is yellow"
"65",2,"5a1b02925d06850001b00ecc",101,"pos",80,78,"limbs",7,"Elms have more arms"
"66",2,"5a1b02925d06850001b00ecc",101,"neg",89,70,"trace",11,"Association between treats and lights varies with time"
"67",2,"5a1b02925d06850001b00ecc",101,"neg",82,97,"DNA",13,"resemblance to human DNA"
"68",2,"5a1b02925d06850001b00ecc",101,"neg",85,71,"discrimination",17,"tell the difference between similar objects"
"69",2,"5a1b02925d06850001b00ecc",101,"pos",91,79,"deception",7,"concealing themselves"
"70",2,"5a1b02925d06850001b00ecc",101,"neg",92,89,"mirror",15,"removal of dirt"
"71",2,"5a1b02925d06850001b00ecc",101,"neg",89,90,"eyes",9,"different eye positions"
"72",2,"5a1b02925d06850001b00ecc",101,"neg",91,91,"blood",11,"different blood colour"
"73",2,"5ff2018230cadfe8552b82c9",100,"neg",100,100,"trace",12,"Huls had slight delayed gratification"
"74",2,"5ff2018230cadfe8552b82c9",100,"neg",100,100,"deception",8,"Elms are more crafty than Rubs"
"75",2,"5ff2018230cadfe8552b82c9",100,"neg",100,100,"eyes",10,"The positioning of their eyes"
"76",2,"5ff2018230cadfe8552b82c9",100,"neg",100,100,"limbs",8,"The number of arm-like limbs"
"77",2,"5ff2018230cadfe8552b82c9",100,"pos",100,85,"mirror",14,"Toffs ignore the mirror reflection"
"78",2,"5ff2018230cadfe8552b82c9",100,"neg",100,100,"DNA",14,"Human DNA"
"79",2,"5ff2018230cadfe8552b82c9",100,"pos",100,100,"discrimination",16,"Differentiate between simple objects"
"80",2,"5ff2018230cadfe8552b82c9",100,"neg",100,100,"blood",12,"Blood colour"
"81",2,"5e230311699ac45b327786dc",99,"pos",48,50,"mirror",13,"removes dirt on forehead"
"82",2,"5e230311699ac45b327786dc",99,"pos",100,100,"trace",11,"speed of association"
"83",2,"5e230311699ac45b327786dc",99,"neg",100,100,"deception",9,"don't hide when stealing"
"84",2,"5e230311699ac45b327786dc",99,"pos",51,52,"DNA",13,"building blocks of human DNA"
"85",2,"5e230311699ac45b327786dc",99,"pos",100,100,"discrimination",15,"ability to differentiate"
"86",2,"5e230311699ac45b327786dc",99,"neg",51,52,"limbs",9,"number of limbs"
"87",2,"5e230311699ac45b327786dc",99,"neg",51,51,"eyes",11,"eye position"
"88",2,"5e230311699ac45b327786dc",99,"pos",50,51,"blood",11,"blood color"
"89",2,"5d612ae16512d700159face7",98,"neg",67,68,"blood",12,"blood color"
"90",2,"5d612ae16512d700159face7",98,"neg",77,79,"mirror",14,"Shuks ignore fleck of dirt on their foreheads"
"91",2,"5d612ae16512d700159face7",98,"neg",76,77,"DNA",14,"Dobs DNA has no chemical resemblance to human DNA"
"92",2,"5d612ae16512d700159face7",98,"neg",69,73,"eyes",12,"Chups eyes are stacked"
"93",2,"5d612ae16512d700159face7",98,"pos",75,76,"deception",8,"Yubs steal food but don't hide when caught"
"94",2,"5d612ae16512d700159face7",98,"neg",87,85,"discrimination",16,"Pods are unable to tell the similarities between objects"
"95",2,"5d612ae16512d700159face7",98,"neg",77,76,"limbs",10,"Huls have 3 more limbs than Rubs"
"96",2,"5d612ae16512d700159face7",98,"neg",76,76,"trace",12,"Xons wanted their treat earlier than Elms"
"97",2,"5e3f4c676d06fc1b240e6021",97,"neg",57,57,"deception",9,"Elms do not attempt to hide after stealing food and Rubs attempt to hide."
"98",2,"5e3f4c676d06fc1b240e6021",97,"pos",55,55,"eyes",11,"Eyes are located differently,"
"99",2,"5e3f4c676d06fc1b240e6021",97,"pos",60,59,"trace",11,"Their memories differ."
"100",2,"5e3f4c676d06fc1b240e6021",97,"pos",65,68,"limbs",9,"Dobs have five arms instead of two."
"101",2,"5e3f4c676d06fc1b240e6021",97,"pos",63,62,"DNA",13,"Different gene pools."
"102",2,"5e3f4c676d06fc1b240e6021",97,"pos",70,71,"discrimination",15,"Fiks seem to be more intelligent."
"103",2,"5e3f4c676d06fc1b240e6021",97,"pos",62,67,"blood",11,"Different color blood."
"104",2,"5e3f4c676d06fc1b240e6021",97,"pos",60,62,"mirror",13,"Pods are more aware of their appearance."
"105",2,"5f517ddee960a93daa69b8bb",96,"pos",62,63,"limbs",8,"Two arms"
"106",2,"5f517ddee960a93daa69b8bb",96,"neg",60,60,"blood",12,"Red Blood"
"107",2,"5f517ddee960a93daa69b8bb",96,"pos",71,70,"eyes",10,"Bilaterally symmetrical eyes"
"108",2,"5f517ddee960a93daa69b8bb",96,"pos",81,62,"DNA",12,"Similar Human Nucleotides"
"109",2,"5f517ddee960a93daa69b8bb",96,"pos",84,63,"discrimination",14,"Better object differentiation"
"110",2,"5f517ddee960a93daa69b8bb",96,"neg",73,60,"trace",12,"Better memory"
"111",2,"5f517ddee960a93daa69b8bb",96,"pos",87,77,"deception",8,"Social intelligence"
"112",2,"5f517ddee960a93daa69b8bb",96,"pos",72,72,"mirror",12,"Attention to detail"
"113",2,"5f68411df9dd77492795d2d7",95,"neg",70,100,"limbs",9,"Number of arms"
"114",2,"5f68411df9dd77492795d2d7",95,"pos",95,79,"DNA",11,"building blocks"
"115",2,"5f68411df9dd77492795d2d7",95,"pos",84,44,"blood",11,"Color of blood"
"116",2,"5f68411df9dd77492795d2d7",95,"pos",100,82,"trace",11,"Zags are able to make the association"
"117",2,"5f68411df9dd77492795d2d7",95,"pos",78,25,"mirror",11,"They can see dirt on them in a mirror and they act to remove it"
"118",2,"5f68411df9dd77492795d2d7",95,"neg",27,75,"deception",9,"Vems hide when they steal food from their neighbours"
"119",2,"5f68411df9dd77492795d2d7",95,"pos",71,20,"eyes",9,"Situation of their eyes"
"120",2,"5f68411df9dd77492795d2d7",95,"pos",91,17,"discrimination",13,"Rubs can tell difference between similiar objects"
"121",2,"5bcdcec677740000016ad642",94,"neg",50,51,"limbs",10,"Huls have less arms"
"122",2,"5bcdcec677740000016ad642",94,"pos",59,52,"trace",10,"Norps more aware"
"123",2,"5bcdcec677740000016ad642",94,"pos",50,51,"discrimination",12,"Xons have better discrimination"
"124",2,"5bcdcec677740000016ad642",94,"pos",64,53,"mirror",10,"Geks recognise themselves"
"125",2,"5bcdcec677740000016ad642",94,"pos",50,50,"DNA",10,"different genes"
"126",2,"5bcdcec677740000016ad642",94,"neg",51,48,"eyes",10,"Eyes horizontal vs vertical"
"127",2,"5bcdcec677740000016ad642",94,"pos",63,50,"deception",8,"Toffs feel guilt/shame"
"128",2,"5bcdcec677740000016ad642",94,"pos",49,50,"blood",10,"different colour blood"
"129",2,"5ee138e603074250cc12b4a3",93,"neg",100,100,"limbs",11,"have less arms"
"130",2,"5ee138e603074250cc12b4a3",93,"pos",100,100,"mirror",9,"Actively clean"
"131",2,"5ee138e603074250cc12b4a3",93,"neg",100,100,"trace",11,"Longer memory association"
"132",2,"5ee138e603074250cc12b4a3",93,"neg",50,50,"DNA",11,"ACTG based genes"
"133",2,"5ee138e603074250cc12b4a3",93,"neg",55,54,"eyes",11,"horizontal eye axis"
"134",2,"5ee138e603074250cc12b4a3",93,"neg",82,82,"deception",9,"hiding when caught"
"135",2,"5ee138e603074250cc12b4a3",93,"neg",73,73,"discrimination",13,"object recognition/differentiation"
"136",2,"5ee138e603074250cc12b4a3",93,"neg",53,54,"blood",11,"different colored blood"
"137",2,"5f306667868c4611c0f396f8",92,"pos",87,44,"discrimination",12,"differentiating similar objects"
"138",2,"5f306667868c4611c0f396f8",92,"pos",54,54,"blood",10,"their blood color"
"139",2,"5f306667868c4611c0f396f8",92,"pos",85,50,"trace",10,"long term memory"
"140",2,"5f306667868c4611c0f396f8",92,"pos",57,56,"eyes",10,"the position of eyes"
"141",2,"5f306667868c4611c0f396f8",92,"neg",57,63,"deception",10,"their honesty"
"142",2,"5f306667868c4611c0f396f8",92,"neg",79,74,"mirror",10,"compulsion for cleanliness"
"143",2,"5f306667868c4611c0f396f8",92,"pos",88,50,"DNA",10,"resemblance to human genes"
"144",2,"5f306667868c4611c0f396f8",92,"pos",81,50,"limbs",10,"number of limbs"
"145",2,"597fe89a1b41a20001749f57",91,"pos",100,100,"eyes",9,"Eye position"
"146",2,"597fe89a1b41a20001749f57",91,"neg",100,100,"discrimination",13,"Item perception"
"147",2,"597fe89a1b41a20001749f57",91,"neg",100,100,"DNA",11,"Different genes"
"148",2,"597fe89a1b41a20001749f57",91,"neg",97,100,"blood",11,"Blood color"
"149",2,"597fe89a1b41a20001749f57",91,"pos",100,99,"limbs",9,"Limb number"
"150",2,"597fe89a1b41a20001749f57",91,"pos",100,100,"trace",9,"Light association"
"151",2,"597fe89a1b41a20001749f57",91,"neg",100,99,"mirror",11,"Self cleanliness"
"152",2,"597fe89a1b41a20001749f57",91,"neg",98,100,"deception",11,"Hiding themselves"
"153",2,"5eeaff28cf5da71d691ef212",90,"neg",100,100,"eyes",10,"eye position"
"154",2,"5eeaff28cf5da71d691ef212",90,"pos",100,100,"discrimination",12,"object differentiation"
"155",2,"5eeaff28cf5da71d691ef212",90,"neg",100,100,"trace",10,"stimulus association"
"156",2,"5eeaff28cf5da71d691ef212",90,"pos",100,96,"blood",10,"blood color"
"157",2,"5eeaff28cf5da71d691ef212",90,"neg",100,100,"limbs",10,"limb amount"
"158",2,"5eeaff28cf5da71d691ef212",90,"pos",81,40,"deception",10,"hide when caught"
"159",2,"5eeaff28cf5da71d691ef212",90,"pos",100,100,"DNA",10,"different building block"
"160",2,"5eeaff28cf5da71d691ef212",90,"pos",98,74,"mirror",10,"reaction in mirror"
"161",2,"5f51119bc8cfea2d859ed1b7",89,"neg",100,100,"discrimination",13,"more perceptive"
"162",2,"5f51119bc8cfea2d859ed1b7",89,"pos",100,100,"limbs",9,"number of limbs"
"163",2,"5f51119bc8cfea2d859ed1b7",89,"neg",100,100,"DNA",11,"their DNA"
"164",2,"5f51119bc8cfea2d859ed1b7",89,"neg",100,100,"mirror",11,"more self-aware"
"165",2,"5f51119bc8cfea2d859ed1b7",89,"pos",100,100,"blood",9,"colour of blood"
"166",2,"5f51119bc8cfea2d859ed1b7",89,"pos",100,100,"eyes",9,"postion of eyes"
"167",2,"5f51119bc8cfea2d859ed1b7",89,"pos",100,100,"deception",9,"Chups feel shame"
"168",2,"5f51119bc8cfea2d859ed1b7",89,"neg",100,100,"trace",11,"delayed gratification"
"169",2,"5f522c40069004482b3af322",88,"neg",0,0,"blood",10,"The color of their blood, where toffs have red and dobs have yellow color blood."
"170",2,"5f522c40069004482b3af322",88,"neg",100,0,"deception",10,"hide not hide"
"171",2,"5f522c40069004482b3af322",88,"pos",100,0,"mirror",10,"zags are clean"
"172",2,"5f522c40069004482b3af322",88,"pos",73,22,"trace",10,"longer memory"
"173",2,"5f522c40069004482b3af322",88,"neg",32,30,"limbs",10,"number of limbs"
"174",2,"5f522c40069004482b3af322",88,"pos",21,22,"DNA",10,"Human DNA"
"175",2,"5f522c40069004482b3af322",88,"neg",24,23,"eyes",10,"relative eye position"
"176",2,"5f522c40069004482b3af322",88,"neg",59,45,"discrimination",14,"tell the difference"
"177",2,"5f63a183f422c50c4c81ef93",87,"pos",50,51,"limbs",9,"number of limbs"
"178",2,"5f63a183f422c50c4c81ef93",87,"neg",51,50,"eyes",11,"position of eyes"
"179",2,"5f63a183f422c50c4c81ef93",87,"neg",52,50,"DNA",11,"building blocks of human DNA"
"180",2,"5f63a183f422c50c4c81ef93",87,"pos",51,50,"deception",9,"hide when caught"
"181",2,"5f63a183f422c50c4c81ef93",87,"pos",51,50,"blood",9,"blood colour"
"182",2,"5f63a183f422c50c4c81ef93",87,"neg",52,50,"trace",11,"time of response"
"183",2,"5f63a183f422c50c4c81ef93",87,"neg",53,50,"discrimination",15,"distinguish similar objects"
"184",2,"5f63a183f422c50c4c81ef93",87,"neg",52,50,"mirror",11,"dirt on face"
"185",2,"5dfc64647adf4b971f329cbf",86,"pos",100,36,"mirror",10,"The Xons actually like to be clean thus are sentient beings aware of their own reflective image while the Nops like to think they are clean and ignore their image thus unaware of themselves."
"186",2,"5dfc64647adf4b971f329cbf",86,"pos",82,55,"eyes",10,"Different visual perspective"
"187",2,"5dfc64647adf4b971f329cbf",86,"pos",87,41,"trace",10,"Memory retention"
"188",2,"5dfc64647adf4b971f329cbf",86,"pos",80,64,"discrimination",14,"Deep reasoning ability"
"189",2,"5dfc64647adf4b971f329cbf",86,"pos",61,50,"DNA",10,"different building blocks"
"190",2,"5dfc64647adf4b971f329cbf",86,"neg",57,55,"blood",10,"Different blood color"
"191",2,"5dfc64647adf4b971f329cbf",86,"neg",72,62,"limbs",10,"number of limbs"
"192",2,"5dfc64647adf4b971f329cbf",86,"neg",55,87,"deception",10,"Reaction when caught"
"193",2,"5f5e32a0d6a12c6857b8e127",85,"neg",50,52,"DNA",11,"human DNA resemblance"
"194",2,"5f5e32a0d6a12c6857b8e127",85,"pos",49,50,"blood",9,"blood color"
"195",2,"5f5e32a0d6a12c6857b8e127",85,"pos",52,50,"limbs",9,"number of limbs"
"196",2,"5f5e32a0d6a12c6857b8e127",85,"pos",100,100,"mirror",9,"cleaning behaviors"
"197",2,"5f5e32a0d6a12c6857b8e127",85,"neg",100,93,"discrimination",15,"Intelligence"
"198",2,"5f5e32a0d6a12c6857b8e127",85,"neg",53,50,"eyes",11,"eye placement"
"199",2,"5f5e32a0d6a12c6857b8e127",85,"pos",100,100,"deception",9,"hiding behaviors"
"200",2,"5f5e32a0d6a12c6857b8e127",85,"neg",100,91,"trace",11,"Intelligence"
"201",2,"5eef56e6ea75141e4e80366b",84,"neg",50,50,"DNA",12,"human dna"
"202",2,"5eef56e6ea75141e4e80366b",84,"pos",50,49,"discrimination",14,"difference between objects"
"203",2,"5eef56e6ea75141e4e80366b",84,"neg",55,50,"trace",12,"association after time"
"204",2,"5eef56e6ea75141e4e80366b",84,"neg",53,51,"deception",10,"don't hide"
"205",2,"5eef56e6ea75141e4e80366b",84,"neg",49,50,"limbs",10,"number of limbs"
"206",2,"5eef56e6ea75141e4e80366b",84,"pos",51,50,"eyes",10,"different eyes"
"207",2,"5eef56e6ea75141e4e80366b",84,"neg",52,50,"mirror",10,"use mirror"
"208",2,"5eef56e6ea75141e4e80366b",84,"neg",52,51,"blood",10,"different colour"
"209",2,"5ffbe711c5981467b40dca13",83,"neg",62,42,"mirror",11,"Xons appear to be more aware than Yubs."
"210",2,"5ffbe711c5981467b40dca13",83,"neg",57,59,"eyes",11,"Zags eye placement is different from Dobs"
"211",2,"5ffbe711c5981467b40dca13",83,"neg",59,50,"trace",13,"Chups appear to have better memory"
"212",2,"5ffbe711c5981467b40dca13",83,"pos",58,56,"discrimination",13,"Shuks can perceive details better."
"213",2,"5ffbe711c5981467b40dca13",83,"neg",48,50,"limbs",11,"Elms evolved more limbs."
"214",2,"5ffbe711c5981467b40dca13",83,"neg",50,49,"blood",11,"Hul and Pod blood cells are different."
"215",2,"5ffbe711c5981467b40dca13",83,"pos",66,57,"deception",9,"Geks appear to know what stealing is."
"216",2,"5ffbe711c5981467b40dca13",83,"neg",50,50,"DNA",13,"Vem genes may have come from the same source as humans."
"217",2,"5f566443352f600826449f4b",82,"pos",49,50,"eyes",10,"eye location"
"218",2,"5f566443352f600826449f4b",82,"pos",50,50,"limbs",10,"number of limbs"
"219",2,"5f566443352f600826449f4b",82,"pos",49,50,"DNA",12,"composition of genes"
"220",2,"5f566443352f600826449f4b",82,"pos",67,50,"mirror",10,"recognition of self"
"221",2,"5f566443352f600826449f4b",82,"pos",79,64,"trace",12,"ability to learn"
"222",2,"5f566443352f600826449f4b",82,"pos",49,51,"blood",10,"blood colour"
"223",2,"5f566443352f600826449f4b",82,"pos",80,68,"discrimination",12,"ability to discriminate"
"224",2,"5f566443352f600826449f4b",82,"neg",75,73,"deception",10,"tactical ability"
"225",2,"5ef8fdc78035710910786d4f",81,"neg",100,100,"limbs",11,"different amount of arms"
"226",2,"5ef8fdc78035710910786d4f",81,"neg",100,100,"discrimination",13,"chups cant tell the difference between similar things"
"227",2,"5ef8fdc78035710910786d4f",81,"neg",100,100,"deception",11,"norps do not attempt to hide their crimes"
"228",2,"5ef8fdc78035710910786d4f",81,"pos",100,100,"DNA",11,"toffs share the same dna building blocks as us"
"229",2,"5ef8fdc78035710910786d4f",81,"neg",100,100,"blood",11,"different coloured blood"
"230",2,"5ef8fdc78035710910786d4f",81,"neg",100,100,"eyes",11,"different positions of eyes"
"231",2,"5ef8fdc78035710910786d4f",81,"neg",100,100,"mirror",11,"leems dont try and keep themselves as clean as xons"
"232",2,"5ef8fdc78035710910786d4f",81,"pos",100,100,"trace",11,"the huls could assocuate stimulus and rewards despite the time lag for the reward and the vems cant"
